name,locations
archen,alola-route-8-fossil-restoration-center
trubbish,unova-route-4-area
trubbish,unova-route-5-area
trubbish,unova-route-16-area
trubbish,malie-city-outer-cape
garbodor,unova-route-9-area
garbodor,malie-city-outer-cape
mankey,sinnoh-route-225-area
mankey,sinnoh-sea-route-226-area
mankey,johto-route-42-area
mankey,rock-tunnel-1f
mankey,rock-tunnel-b1f
mankey,kanto-route-3-area
mankey,kanto-route-4-area
mankey,kanto-route-5-area
mankey,kanto-route-6-area
mankey,kanto-route-7-area
mankey,kanto-route-8-area
mankey,kanto-route-9-area
mankey,kanto-route-22-area
mankey,kanto-route-23-area
mankey,alola-route-3-north
mankey,alola-route-3-south
zorua,driftveil-city-area
zorua,castelia-city-game-freak-hq-1f
zorua,alola-route-1-trainers-school
zoroark,lostlorn-forest-area
zoroark,kalos-route-20-area
zoroark,pokemon-village-area
zoroark,poni-grove-area
minccino,cold-storage-area
minccino,unova-route-4-area
minccino,unova-route-5-area
minccino,unova-route-9-area
minccino,unova-route-16-area
minccino,malie-city-outer-cape
cinccino,cold-storage-area
cinccino,unova-route-5-area
cinccino,unova-route-9-area
cinccino,unova-route-16-area
gothita,unova-route-5-area
gothita,unova-route-16-area
gothita,strange-house-1f
gothita,strange-house-b1f
gothita,alola-route-6-north
gothorita,unova-route-9-area
gothorita,strange-house-1f
gothorita,strange-house-b1f
gothorita,kalos-route-20-area
gothorita,pokemon-village-area
gothitelle,unova-route-9-area
solosis,unova-route-5-area
solosis,unova-route-16-area
solosis,strange-house-1f
solosis,strange-house-b1f
solosis,reflection-cave-unknown-area-305
solosis,reflection-cave-unknown-area-306
solosis,reflection-cave-unknown-area-307
solosis,reflection-cave-unknown-area-308
duosion,unova-route-9-area
duosion,strange-house-1f
duosion,strange-house-b1f
duosion,alola-route-16-main
reuniclus,unova-route-9-area
primeape,sinnoh-route-225-area
primeape,sinnoh-sea-route-226-area
primeape,kanto-route-9-area
primeape,cerulean-cave-1f
primeape,kanto-route-23-area
primeape,kanto-victory-road-2-2f
primeape,poni-plains-west
ducklett,driftveil-drawbridge-area
ducklett,kalos-route-7-area
swanna,marvelous-bridge-area
swanna,ultra-space-wilds-cliff
vanillite,cold-storage-area
vanillite,dragonspiral-tower-entrance
vanillite,dragonspiral-tower-outside
vanillite,unova-route-6-area
vanillite,mount-lanakila-base
vanillite,tapu-village-area
vanillish,dragonspiral-tower-entrance
vanillish,dragonspiral-tower-outside
vanillish,giant-chasm-outside
vanillish,giant-chasm-area
vanillish,mount-lanakila-outside
vanilluxe,dragonspiral-tower-entrance
vanilluxe,dragonspiral-tower-outside
vanilluxe,giant-chasm-outside
vanilluxe,mount-lanakila-outside
deerling-spring,dragonspiral-tower-entrance
deerling-spring,dragonspiral-tower-outside
deerling-spring,unova-route-6-area
deerling-spring,unova-route-7-area
deerling-spring,unova-route-6-weather-institute
sawsbuck-spring,dragonspiral-tower-entrance
sawsbuck-spring,dragonspiral-tower-outside
emolga,dragonspiral-tower-entrance
emolga,dragonspiral-tower-outside
emolga,giant-chasm-outside
emolga,village-bridge-area
emolga,unova-route-5-area
emolga,unova-route-6-area
emolga,unova-route-7-area
emolga,unova-route-9-area
emolga,unova-route-10-area
emolga,unova-route-10-victory-road-gate
emolga,unova-route-11-area
emolga,unova-route-12-area
emolga,unova-route-13-area
emolga,unova-route-14-area
emolga,abundant-shrine-area
emolga,unova-route-15-area
emolga,unova-route-16-area
emolga,lostlorn-forest-area
emolga,unova-route-22-area
emolga,unova-route-23-area
emolga,kalos-route-10-area
emolga,poni-plains-west
emolga,poke-pelago-elite-four-defeated
karrablast,icirrus-city-area
karrablast,unova-route-6-area
karrablast,unova-route-8-area
karrablast,moor-of-icirrus-area
karrablast,unova-route-11-area
karrablast,kalos-route-14-area
karrablast,kalos-route-19-area
growlithe,sinnoh-route-201-area
growlithe,sinnoh-route-202-area
growlithe,johto-route-35-area
growlithe,johto-route-36-area
growlithe,johto-route-37-area
growlithe,johto-route-48-area
growlithe,kanto-route-7-area
growlithe,kanto-route-8-area
growlithe,pokemon-mansion-1f
growlithe,pokemon-mansion-2f
growlithe,pokemon-mansion-3f
growlithe,pokemon-mansion-b1f
growlithe,virbank-complex-inner
growlithe,alola-route-2-north
foongus,unova-route-6-area
foongus,unova-route-7-area
foongus,unova-route-10-area
foongus,unova-route-10-victory-road-gate
foongus,kalos-route-15-area
foongus,kalos-route-16-area
amoonguss,unova-route-10-area
amoonguss,unova-route-10-victory-road-gate
amoonguss,unova-route-11-area
amoonguss,unova-route-22-area
amoonguss,unova-route-23-area
amoonguss,kalos-route-20-area
amoonguss,pokemon-village-area
frillish,driftveil-city-area
frillish,p2-laboratory-area
frillish,undella-bay-area
frillish,unova-route-4-area
frillish,unova-route-13-area
frillish,unova-route-18-area
frillish,undella-town-area
frillish,unova-route-17-area
frillish,virbank-city-area
frillish,humilau-city-area
frillish,virbank-complex-outer
frillish,seaside-cave-1f
frillish,unova-route-21-area
frillish,alola-route-14-area
jellicent,driftveil-city-area
jellicent,p2-laboratory-area
jellicent,undella-bay-area
jellicent,unova-route-4-area
jellicent,unova-route-13-area
jellicent,unova-route-18-area
jellicent,undella-town-area
jellicent,unova-route-17-area
jellicent,virbank-city-area
jellicent,humilau-city-area
jellicent,virbank-complex-outer
jellicent,seaside-cave-1f
jellicent,unova-route-21-area
alomomola,driftveil-city-area
alomomola,p2-laboratory-area
alomomola,unova-route-4-area
alomomola,unova-route-18-area
alomomola,unova-route-17-area
alomomola,virbank-city-area
alomomola,virbank-complex-outer
alomomola,unova-route-21-area
alomomola,shalour-city-area
alomomola,azure-bay-area
alomomola,brooklet-hill-totems-den
joltik,chargestone-cave-1f
joltik,chargestone-cave-b1f
joltik,chargestone-cave-b2f
ferroseed,chargestone-cave-1f
ferroseed,chargestone-cave-b1f
ferroseed,chargestone-cave-b2f
klink,chargestone-cave-1f
klink,chargestone-cave-b1f
klink,chargestone-cave-b2f
klink,p2-laboratory-area
klink,hauoli-city-main
klang,p2-laboratory-area
klinklang,p2-laboratory-area
tynamo,chargestone-cave-1f
tynamo,chargestone-cave-b1f
tynamo,chargestone-cave-b2f
tynamo,seaside-cave-1f
eelektrik,seaside-cave-b1f
eelektross,poni-grove-area
elgyem,celestial-tower-3f
elgyem,celestial-tower-4f
elgyem,celestial-tower-5f
elgyem,mount-hokulani-east
elgyem,mount-hokulani-west
beheeyem,unova-route-14-area
litwick,celestial-tower-2f
litwick,celestial-tower-3f
litwick,celestial-tower-4f
litwick,celestial-tower-5f
litwick,strange-house-1f
litwick,strange-house-b1f
litwick,lost-hotel-area
litwick,hauoli-cemetery-area
poliwag,sinnoh-route-225-area
poliwag,sinnoh-route-227-area
poliwag,sinnoh-route-228-area
poliwag,johto-route-30-area
poliwag,johto-route-31-area
poliwag,violet-city-area
poliwag,ruins-of-alph-outside
poliwag,ilex-forest-area
poliwag,johto-route-35-area
poliwag,ecruteak-city-area
poliwag,johto-route-43-area
poliwag,johto-route-44-area
poliwag,blackthorn-city-area
poliwag,johto-route-45-area
poliwag,mt-moon-mt-moon-square
poliwag,unknown-all-poliwag-area
poliwag,seafoam-islands-b3f
poliwag,seafoam-islands-b4f
poliwag,johto-route-47-cave-gate
poliwag,mt-silver-outside
poliwag,kanto-route-12-area
poliwag,kanto-sea-route-19-area
poliwag,kanto-sea-route-20-area
poliwag,cinnabar-island-area
poliwag,viridian-city-area
poliwag,cerulean-city-area
poliwag,vermilion-city-area
poliwag,celadon-city-area
poliwag,fuchsia-city-area
poliwag,pallet-town-area
poliwag,kanto-route-28-area
poliwag,kanto-route-6-area
poliwag,kanto-route-10-area
poliwag,kanto-route-11-area
poliwag,kanto-route-13-area
poliwag,kanto-route-17-area
poliwag,kanto-route-18-area
poliwag,kanto-sea-route-21-area
poliwag,kanto-route-22-area
poliwag,kanto-route-24-area
poliwag,kanto-route-25-area
poliwag,cerulean-cave-1f
poliwag,cerulean-cave-2f
poliwag,cerulean-cave-b1f
poliwag,kanto-route-23-area
poliwag,kanto-safari-zone-middle
poliwag,kanto-safari-zone-area-1-east
poliwag,kanto-safari-zone-area-2-north
poliwag,kanto-safari-zone-area-3-west
poliwag,vermilion-city-ss-anne-dock
poliwag,berry-forest-area
poliwag,icefall-cave-entrance
poliwag,cape-brink-area
poliwag,ruin-valley-area
poliwag,four-island-area
poliwag,unova-victory-road-unknown-area-53
poliwag,unova-victory-road-1f-unknown-room
poliwag,giant-chasm-area
poliwag,giant-chasm-forest-cave
poliwag,wellspring-cave-area
poliwag,unova-route-6-area
poliwag,challengers-cave-b2f
poliwag,lostlorn-forest-area
poliwag,unova-victory-road-2-unknown-area-71
poliwag,unova-victory-road-2-unknown-area-73
poliwag,unova-victory-road-2-unknown-area-75
poliwag,unova-victory-road-2-unknown-area-78
poliwag,unova-victory-road-2-unknown-area-79
poliwag,floccesy-ranch-outer
poliwag,floccesy-ranch-inner
poliwag,relic-passage-relic-castle-entrance
poliwag,clay-tunnel-area
poliwag,unova-route-19-area
poliwag,unova-route-20-area
poliwag,unova-route-23-area
poliwag,couriway-town-area
poliwag,laverre-city-area
poliwag,kalos-route-14-area
poliwag,kalos-route-15-area
poliwag,kalos-route-16-area
poliwag,kalos-route-19-area
poliwag,kalos-route-21-area
poliwag,frost-cavern-unknown-area-313
poliwag,frost-cavern-unknown-area-315
poliwag,pokemon-village-area
poliwag,kalos-victory-road-unknown-area-322
poliwag,kalos-victory-road-unknown-area-327
poliwag,kalos-victory-road-unknown-area-328
poliwag,johto-safari-zone-zone-meadow
poliwag,johto-safari-zone-zone-marshland
poliwag,johto-safari-zone-zone-rocky-beach
poliwag,johto-safari-zone-zone-wetland
poliwag,brooklet-hill-north
poliwag,brooklet-hill-south
poliwag,malie-garden-area
poliwag,poke-pelago-poni-island-reached
poliwag,poke-pelago-ulaula-island-reached
poliwag,poke-pelago-elite-four-defeated
axew,mistralton-cave-area
axew,guidance-chamber-area
axew,connecting-cave-area
axew,mount-hokulani-main
fraxure,unova-victory-road-outside
fraxure,nature-sanctuary-area
haxorus,nature-sanctuary-area
cubchoo,twist-mountain-b1f-3f
cubchoo,dragonspiral-tower-entrance
cubchoo,dragonspiral-tower-outside
cubchoo,unova-route-7-area
beartic,twist-mountain-b1f-3f
beartic,dragonspiral-tower-entrance
beartic,dragonspiral-tower-outside
beartic,frost-cavern-unknown-area-314
beartic,frost-cavern-unknown-area-315
beartic,frost-cavern-unknown-area-316
beartic,frost-cavern-unknown-area-317
cryogonal,twist-mountain-b1f-3f
cryogonal,frost-cavern-unknown-area-314
cryogonal,frost-cavern-unknown-area-315
cryogonal,frost-cavern-unknown-area-316
cryogonal,frost-cavern-unknown-area-317
shelmet,icirrus-city-area
shelmet,unova-route-6-area
shelmet,unova-route-8-area
shelmet,moor-of-icirrus-area
shelmet,unova-route-11-area
shelmet,kalos-route-14-area
shelmet,kalos-route-19-area
stunfisk,icirrus-city-area
stunfisk,unova-route-8-area
stunfisk,moor-of-icirrus-area
stunfisk,kalos-route-14-area
stunfisk,kalos-route-19-area
stunfisk,ultra-space-wilds-waterfall
mienfoo,dragonspiral-tower-entrance
mienfoo,dragonspiral-tower-outside
mienfoo,dragonspiral-tower-1f
mienfoo,unova-victory-road-outside
mienfoo,unova-victory-road-unknown-area-53
mienfoo,unova-victory-road-unknown-area-54
mienfoo,unova-victory-road-unknown-area-55
mienfoo,unova-victory-road-4f-middle-room
mienfoo,unova-victory-road-unknown-area-57
mienfoo,unova-victory-road-1f-unknown-room
mienfoo,unova-victory-road-unknown-area-59
mienfoo,unova-victory-road-unknown-area-60
mienfoo,unova-victory-road-unknown-area-61
mienfoo,unova-victory-road-unknown-area-62
mienfoo,unova-victory-road-unknown-area-63
mienfoo,unova-victory-road-unknown-area-64
mienfoo,unova-victory-road-unknown-area-65
mienfoo,unova-victory-road-unknown-area-66
mienfoo,trial-chamber-area
mienfoo,unova-route-14-area
mienfoo,unova-route-22-area
mienfoo,unova-route-23-area
mienfoo,kalos-route-8-area
mienfoo,vast-poni-canyon-outside
poliwhirl,sinnoh-route-225-area
poliwhirl,sinnoh-route-227-area
poliwhirl,sinnoh-route-228-area
poliwhirl,johto-route-30-area
poliwhirl,johto-route-31-area
poliwhirl,violet-city-area
poliwhirl,ecruteak-city-area
poliwhirl,johto-route-44-area
poliwhirl,mt-silver-outside
poliwhirl,viridian-city-area
poliwhirl,celadon-city-area
poliwhirl,kanto-route-28-area
poliwhirl,kanto-route-6-area
poliwhirl,kanto-route-10-area
poliwhirl,kanto-route-22-area
poliwhirl,kanto-route-25-area
poliwhirl,cerulean-cave-1f
poliwhirl,cerulean-cave-2f
poliwhirl,cerulean-cave-b1f
poliwhirl,kanto-route-23-area
poliwhirl,icefall-cave-entrance
poliwhirl,cape-brink-area
poliwhirl,ruin-valley-area
poliwhirl,four-island-area
poliwhirl,unova-victory-road-unknown-area-53
poliwhirl,unova-victory-road-1f-unknown-room
poliwhirl,giant-chasm-area
poliwhirl,giant-chasm-forest-cave
poliwhirl,wellspring-cave-area
poliwhirl,unova-route-6-area
poliwhirl,challengers-cave-b2f
poliwhirl,lostlorn-forest-area
poliwhirl,unova-victory-road-2-unknown-area-71
poliwhirl,unova-victory-road-2-unknown-area-73
poliwhirl,unova-victory-road-2-unknown-area-75
poliwhirl,unova-victory-road-2-unknown-area-78
poliwhirl,unova-victory-road-2-unknown-area-79
poliwhirl,floccesy-ranch-outer
poliwhirl,floccesy-ranch-inner
poliwhirl,relic-passage-relic-castle-entrance
poliwhirl,clay-tunnel-area
poliwhirl,unova-route-19-area
poliwhirl,unova-route-20-area
poliwhirl,unova-route-23-area
poliwhirl,couriway-town-area
poliwhirl,laverre-city-area
poliwhirl,kalos-route-14-area
poliwhirl,kalos-route-15-area
poliwhirl,kalos-route-16-area
poliwhirl,kalos-route-19-area
poliwhirl,kalos-route-21-area
poliwhirl,frost-cavern-unknown-area-313
poliwhirl,frost-cavern-unknown-area-315
poliwhirl,pokemon-village-area
poliwhirl,kalos-victory-road-unknown-area-322
poliwhirl,kalos-victory-road-unknown-area-327
poliwhirl,kalos-victory-road-unknown-area-328
poliwhirl,johto-safari-zone-zone-meadow
poliwhirl,johto-safari-zone-zone-marshland
poliwhirl,johto-safari-zone-zone-rocky-beach
poliwhirl,johto-safari-zone-zone-wetland
poliwhirl,konikoni-city-area
poliwhirl,malie-garden-area
mienshao,dragonspiral-tower-entrance
mienshao,dragonspiral-tower-outside
mienshao,dragonspiral-tower-1f
mienshao,unova-route-14-area
mienshao,unova-route-23-area
druddigon,dragonspiral-tower-entrance
druddigon,dragonspiral-tower-outside
druddigon,dragonspiral-tower-1f
druddigon,unova-victory-road-2-unknown-area-77
druddigon,unova-victory-road-2-unknown-area-80
druddigon,kalos-victory-road-unknown-area-322
druddigon,kalos-victory-road-unknown-area-324
druddigon,kalos-victory-road-unknown-area-326
druddigon,kalos-victory-road-unknown-area-328
druddigon,resolution-cave-area
golett,dragonspiral-tower-1f
golett,dragonspiral-tower-2f
golett,kalos-route-10-area
golett,haina-desert-area
golurk,dragonspiral-tower-1f
golurk,dragonspiral-tower-2f
golurk,unova-victory-road-2-unknown-area-71
golurk,unova-victory-road-2-unknown-area-78
pawniard,unova-route-9-area
pawniard,unova-route-11-area
pawniard,kalos-route-15-area
pawniard,lost-hotel-area
pawniard,alola-route-17-northeast
bisharp,unova-route-11-area
bisharp,alola-route-17-northeast
bouffalant,unova-route-10-area
bouffalant,unova-route-10-victory-road-gate
bouffalant,unova-route-23-area
rufflet,unova-victory-road-outside
rufflet,village-bridge-area
rufflet,unova-route-10-area
rufflet,unova-route-10-victory-road-gate
rufflet,unova-route-11-area
rufflet,unova-route-23-area
rufflet,alola-route-3-north
rufflet,poke-pelago-poni-island-reached
rufflet,poke-pelago-ulaula-island-reached
rufflet,poke-pelago-elite-four-defeated
braviary,village-bridge-area
braviary,unova-route-4-area
braviary,unova-route-11-area
braviary,poni-plains-north
vullaby,unova-victory-road-outside
vullaby,village-bridge-area
vullaby,unova-route-10-area
vullaby,unova-route-10-victory-road-gate
vullaby,unova-route-11-area
vullaby,unova-route-23-area
vullaby,alola-route-3-north
vullaby,poke-pelago-poni-island-reached
vullaby,poke-pelago-ulaula-island-reached
vullaby,poke-pelago-elite-four-defeated
poliwrath,unova-victory-road-unknown-area-53
poliwrath,unova-victory-road-1f-unknown-room
poliwrath,giant-chasm-area
poliwrath,giant-chasm-forest-cave
poliwrath,wellspring-cave-area
poliwrath,challengers-cave-b2f
poliwrath,unova-victory-road-2-unknown-area-71
poliwrath,unova-victory-road-2-unknown-area-75
poliwrath,unova-victory-road-2-unknown-area-78
poliwrath,relic-passage-relic-castle-entrance
poliwrath,clay-tunnel-area
poliwrath,unova-route-23-area
poliwrath,kalos-victory-road-unknown-area-328
poliwrath,malie-garden-area
mandibuzz,village-bridge-area
mandibuzz,unova-route-4-area
mandibuzz,unova-route-11-area
mandibuzz,poni-plains-north
heatmor,twist-mountain-b1f-3f
heatmor,unova-victory-road-outside
heatmor,kalos-route-18-area
durant,twist-mountain-b1f-3f
durant,unova-victory-road-unknown-area-53
durant,unova-victory-road-unknown-area-54
durant,unova-victory-road-unknown-area-55
durant,unova-victory-road-4f-middle-room
durant,unova-victory-road-unknown-area-57
durant,unova-victory-road-1f-unknown-room
durant,unova-victory-road-unknown-area-59
durant,unova-victory-road-unknown-area-60
durant,unova-victory-road-unknown-area-61
durant,unova-victory-road-unknown-area-62
durant,unova-victory-road-unknown-area-63
durant,unova-victory-road-unknown-area-64
durant,unova-victory-road-unknown-area-65
durant,unova-victory-road-unknown-area-66
durant,trial-chamber-area
durant,clay-tunnel-area
durant,underground-ruins-area
durant,rocky-mountain-room-area
durant,glacier-room-area
durant,iron-room-area
durant,kalos-route-18-area
durant,terminus-cave-1f
durant,terminus-cave-b1f-left
durant,terminus-cave-b1f-right
durant,terminus-cave-b2f
durant,terminus-cave-zygardes-chamber
deino,unova-victory-road-unknown-area-53
deino,unova-victory-road-1f-unknown-room
deino,ten-carat-hill-inside
zweilous,unova-victory-road-2-unknown-area-77
zweilous,unova-victory-road-2-unknown-area-80
zweilous,kalos-victory-road-unknown-area-322
zweilous,kalos-victory-road-unknown-area-324
zweilous,kalos-victory-road-unknown-area-326
zweilous,kalos-victory-road-unknown-area-328
larvesta,unova-route-18-area
larvesta,lush-jungle-east-cave
volcarona,relic-castle-d
volcarona,lush-jungle-east-cave
cobalion,mistralton-cave-area
cobalion,unova-route-13-area
cobalion,ultra-space-wilds-crag
cobalion,pathless-plain-area
cobalion,ultra-space-ultra-space-wilds-rocky
terrakion,unova-victory-road-4f-middle-room
terrakion,unova-route-22-area
terrakion,ultra-space-wilds-crag
terrakion,pathless-plain-area
terrakion,ultra-space-ultra-space-wilds-rocky
abra,sinnoh-route-203-area
abra,sinnoh-route-215-area
abra,johto-route-34-area
abra,johto-route-35-area
abra,kanto-route-5-area
abra,kanto-route-6-area
abra,kanto-route-7-area
abra,kanto-route-8-area
abra,kanto-route-24-area
abra,kanto-route-25-area
abra,granite-cave-1f
abra,granite-cave-b1f
abra,granite-cave-b2f
abra,granite-cave-1fsmall-room
abra,hoenn-route-116-area
abra,kalos-route-5-area
abra,johto-safari-zone-zone-plains
abra,alola-route-2-south
abra,hauoli-city-shopping-district
virizion,unova-route-11-area
virizion,ultra-space-wilds-crag
virizion,pinwheel-forest-rumination-field
virizion,pathless-plain-area
virizion,ultra-space-ultra-space-wilds-rocky
tornadus-incarnate,ultra-space-wilds-cliff
tornadus-incarnate,team-flare-secret-hq-area
tornadus-incarnate,soaring-in-the-sky-area
tornadus-incarnate,ultra-space-ultra-space-wilds-cliff
thundurus-incarnate,ultra-space-wilds-cliff
thundurus-incarnate,team-flare-secret-hq-area
thundurus-incarnate,soaring-in-the-sky-area
thundurus-incarnate,ultra-space-ultra-space-wilds-cliff
reshiram,ultra-space-wilds-crag
reshiram,ns-castle-throne-room
reshiram,dragonspiral-tower-7f
reshiram,fabled-cave-area
reshiram,ultra-space-ultra-space-wilds-rocky
zekrom,ultra-space-wilds-crag
zekrom,ns-castle-throne-room
zekrom,dragonspiral-tower-7f
zekrom,fabled-cave-area
zekrom,ultra-space-ultra-space-wilds-rocky
landorus-incarnate,abundant-shrine-area
landorus-incarnate,ultra-space-wilds-cliff
landorus-incarnate,soaring-in-the-sky-area
landorus-incarnate,ultra-space-ultra-space-wilds-cliff
kyurem,giant-chasm-forest-cave
kyurem,ultra-space-wilds-waterfall
kyurem,gnarled-den-area
kyurem,ultra-space-ultra-space-wilds-water
kadabra,sinnoh-victory-road-2f
kadabra,sinnoh-route-215-area
kadabra,kanto-route-8-area
kadabra,cerulean-cave-1f
kadabra,cerulean-cave-2f
kadabra,cerulean-cave-b1f
kadabra,poke-pelago-poni-island-reached
kadabra,poke-pelago-ulaula-island-reached
kadabra,poke-pelago-elite-four-defeated
chespin,aquacorde-town-area
chesnaught,exeggutor-island-area
fennekin,aquacorde-town-area
delphox,ancient-poni-path-area
froakie,aquacorde-town-area
greninja,poni-wilds-area
bunnelby,kalos-route-2-area
bunnelby,kalos-route-3-area
bunnelby,kalos-route-5-area
bunnelby,kalos-route-22-area
diggersby,kalos-route-22-area
fletchling,kalos-route-2-area
fletchling,kalos-route-3-area
fletchling,santalune-forest-area
fletchling,alola-route-8-main
fletchling,wela-volcano-park-area
fletchling,poke-pelago-poni-island-reached
fletchling,poke-pelago-ulaula-island-reached
fletchling,poke-pelago-elite-four-defeated
fletchinder,alola-route-8-main
fletchinder,wela-volcano-park-area
talonflame,poni-gauntlet-area
scatterbug-icy-snow,kalos-route-2-area
scatterbug-icy-snow,santalune-forest-area
scatterbug-icy-snow,hauoli-city-main
litleo,kalos-route-22-area
litleo,poke-pelago-elite-four-defeated
pyroar,poni-plains-center
flabebe-red,kalos-route-4-area
flabebe-red,kalos-route-7-area
flabebe-red,melemele-meadow-area
machop,mt-coronet-1f-route-207
machop,mt-coronet-1f-route-211
machop,sinnoh-route-206-area
machop,sinnoh-route-207-area
machop,sinnoh-route-208-area
machop,sinnoh-route-210-west-towards-celestic-town
machop,sinnoh-route-211-west-towards-eterna-city
machop,mt-mortar-1f
machop,mt-mortar-lower-cave
machop,mt-mortar-upper-cave
machop,mt-mortar-b1f
machop,johto-route-47-inside-cave
machop,rock-tunnel-1f
machop,rock-tunnel-b1f
machop,kanto-route-10-area
machop,rock-tunnel-b2f
machop,kanto-victory-road-2-1f
machop,kanto-victory-road-2-2f
machop,kanto-victory-road-2-3f
machop,jagged-pass-area
machop,fiery-path-area
machop,hoenn-route-112-area
machop,mt-ember-area
machop,mt-ember-cave
machop,mt-ember-inside
machop,mt-ember-1f-cave-behind-team-rocket
machop,glittering-cave-unknown-area-303
machop,johto-safari-zone-zone-wasteland
machop,alola-route-2-main
machop,ten-carat-hill-farthest-hollow
floette-red,poni-meadow-area
floette-red,ulaula-meadow-area
skiddo,kalos-route-5-area
pancham,kalos-route-5-area
pancham,alola-route-10-area
pancham,alola-route-11-area
pancham,alola-route-17-northeast
pancham,alola-route-17-west
pangoro,alola-route-10-area
pangoro,alola-route-11-area
pangoro,alola-route-17-northeast
pangoro,alola-route-17-west
furfrou-natural,kalos-route-5-area
furfrou-natural,alola-route-2-south
furfrou-natural,ancient-poni-path-area
furfrou-natural,hauoli-city-shopping-district
furfrou-natural,poni-wilds-area
espurr,kalos-route-6-area
honedge,kalos-route-6-area
honedge,akala-outskirts-area
machoke,mt-coronet-2f
machoke,mt-coronet-3f
machoke,mt-coronet-exterior-snowfall
machoke,mt-coronet-exterior-blizzard
machoke,mt-coronet-4f
machoke,mt-coronet-4f-small-room
machoke,mt-coronet-5f
machoke,mt-coronet-6f
machoke,mt-coronet-1f-from-exterior
machoke,mt-coronet-1f-route-216
machoke,mt-coronet-b1f
machoke,sinnoh-victory-road-1f
machoke,sinnoh-victory-road-b1f
machoke,sinnoh-victory-road-inside-b1f
machoke,sinnoh-victory-road-inside
machoke,sinnoh-victory-road-inside-exit
machoke,stark-mountain-entrance
machoke,stark-mountain-inside
machoke,acuity-lakefront-area
machoke,sinnoh-route-210-west-towards-celestic-town
machoke,sinnoh-route-211-east-towards-celestic-town
machoke,sinnoh-route-216-area
machoke,sinnoh-route-217-area
machoke,sinnoh-route-225-area
machoke,sinnoh-sea-route-226-area
machoke,mt-mortar-upper-cave
machoke,mt-silver-2f
machoke,johto-route-47-inside-cave
machoke,rock-tunnel-1f
machoke,cerulean-cave-1f
machoke,cerulean-cave-2f
machoke,cerulean-cave-b1f
machoke,kanto-victory-road-2-1f
machoke,kanto-victory-road-2-2f
machoke,kanto-victory-road-2-3f
machoke,mt-ember-inside
machoke,mt-ember-1f-cave-behind-team-rocket
machoke,johto-safari-zone-zone-wasteland
machoke,vast-poni-canyon-outside
spritzee,kalos-route-7-area
swirlix,kalos-route-7-area
inkay,kalos-route-8-area
inkay,azure-bay-area
inkay,alola-route-1-hauoli-outskirts
inkay,ancient-poni-path-area
inkay,poni-gauntlet-area
inkay,poni-wilds-area
binacle,ambrette-town-area
binacle,cyllage-city-area
binacle,kalos-route-8-area
binacle,kalos-route-12-area
binacle,azure-bay-area
barbaracle,ultra-space-wilds-waterfall
skrelp,ambrette-town-area
skrelp,cyllage-city-area
skrelp,kalos-route-8-area
dragalge,ambrette-town-area
dragalge,cyllage-city-area
dragalge,kalos-route-8-area
dragalge,poni-breaker-coast-area
clauncher,ambrette-town-area
clauncher,cyllage-city-area
clauncher,kalos-route-8-area
clawitzer,ambrette-town-area
clawitzer,cyllage-city-area
clawitzer,kalos-route-8-area
clawitzer,poni-breaker-coast-area
helioptile,kalos-route-9-area
heliolisk,ultra-space-wilds-crag
tyrunt,glittering-cave-unknown-area-303
tyrunt,alola-route-8-fossil-restoration-center
amaura,glittering-cave-unknown-area-303
amaura,alola-route-8-fossil-restoration-center
bellsprout,sinnoh-route-224-area
bellsprout,sinnoh-route-229-area
bellsprout,sinnoh-sea-route-230-area
bellsprout,johto-route-31-area
bellsprout,johto-route-32-area
bellsprout,johto-route-36-area
bellsprout,johto-route-44-area
bellsprout,kanto-route-12-area
bellsprout,kanto-route-5-area
bellsprout,kanto-route-6-area
bellsprout,kanto-route-7-area
bellsprout,kanto-route-13-area
bellsprout,kanto-route-14-area
bellsprout,kanto-route-15-area
bellsprout,kanto-route-24-area
bellsprout,kanto-route-25-area
bellsprout,berry-forest-area
bellsprout,cape-brink-area
bellsprout,bond-bridge-area
bellsprout,water-path-area
bellsprout,johto-safari-zone-zone-forest
bellsprout,alola-route-5-area
hawlucha,kalos-route-10-area
hawlucha,alola-route-2-main
hawlucha,alola-route-3-north
hawlucha,alola-route-3-south
hawlucha,poke-pelago-poni-island-reached
hawlucha,poke-pelago-ulaula-island-reached
hawlucha,poke-pelago-elite-four-defeated
dedenne,kalos-route-11-area
dedenne,blush-mountain-area
carbink,reflection-cave-unknown-area-305
carbink,reflection-cave-unknown-area-306
carbink,reflection-cave-unknown-area-307
carbink,reflection-cave-unknown-area-308
carbink,ten-carat-hill-farthest-hollow
carbink,ten-carat-hill-inside
carbink,vast-poni-canyon-inside
carbink,vast-poni-canyon-northwest
carbink,vast-poni-canyon-outside
carbink,poke-pelago-poni-island-reached
carbink,poke-pelago-ulaula-island-reached
carbink,poke-pelago-elite-four-defeated
goomy,kalos-route-14-area
goomy,alola-route-17-northeast
goomy,alola-route-17-west
goomy,lush-jungle-north
goomy,lush-jungle-south
goomy,lush-jungle-west
sliggoo,kalos-route-19-area
sliggoo,exeggutor-island-area
klefki,kalos-route-15-area
klefki,kalos-route-16-area
klefki,lost-hotel-area
klefki,thrifty-megamart-abandoned-site
klefki,poke-pelago-poni-island-reached
klefki,poke-pelago-elite-four-defeated
phantump,kalos-route-16-area
